# lat,lon,effective_radius_m -- worldwide city anchors for
# score_points()'s in-city test (docs/features/places.md). US rows are
# the untouched original app/reference/places.csv (US Census 2024
# Gazetteer places, radius = sqrt(ALAND/pi)). Non-US rows are derived
# from GeoNames cities500 (download.geonames.org), radius estimated from
# population (GeoNames carries no land-area figure) at an assumed
# 1500 people/km^2, clamped to [300m, 25000m] -- see
# scripts/build_global_anchors.py for the derivation and the
# Boise/SLC/Denver sanity check against the real US Census circles.
30.7143,-96.4693,2497
30.7183,-97.4411,741
30.74,-95.3114,1128
30.742,-98.0624,1245
30.7477,-99.2286,1735
30.7482,-95.2137,1291
30.7506,-98.2382,2941
30.751,-98.6765,2090
30.756,-93.5256,2841
30.7645,-96.3186,1216
30.7726,-96.0776,922
30.7744,-94.4225,1610
30.7816,-95.9446,955
30.7874,-96.7223,918
30.79,-96.2761,1937
30.7949,-97.4323,1010
30.8013,-95.0787,864
30.8074,-97.5968,1397
30.8103,-97.6151,1736
30.8157,-98.4527,2527
30.8164,-92.6559,2069
30.8238,-95.1107,2117
30.8413,-97.7918,868
30.8423,-93.01,1271
30.845,-93.2952,2768
30.8483,-95.3989,1289
30.8508,-93.7541,2119
30.8518,-94.8579,1074
30.8602,-98.4343,1107
30.8608,-96.9762,2078
30.8617,-100.5979,1072
30.8657,-92.8018,1165
30.874,-97.1289,1058
30.8771,-96.5952,1843
30.8877,-98.4641,1225
30.8883,-97.4014,1164
30.8895,-97.9218,673
30.8926,-102.8842,2139
30.9097,-94.4221,1284
30.9129,-101.9001,713
30.9184,-99.7837,1304
30.9213,-94.6001,1139
30.9227,-93.9933,2935
30.9245,-93.2885,1414
30.9292,-97.2297,922
30.9364,-92.93,2266
30.9366,-95.3274,1630
30.9445,-95.3736,1768
30.9484,-97.5283,1599
30.9512,-96.9643,2226
30.954,-95.9093,1856
30.9733,-92.5824,1194
30.9788,-97.347,1255
30.9791,-96.6715,1791
30.9824,-103.745,650
30.9904,-92.5815,1232
30.9988,-94.8275,1376
31.0023,-94.7921,1477
31.0046,-96.9915,1820
31.025,-96.4875,982
31.0251,-95.7565,1144
31.0302,-96.1157,959
31.0407,-104.8342,1530
31.0499,-92.5253,1760
31.0523,-97.4795,4085
31.0542,-93.2167,2251
31.0567,-97.6442,3589
31.057,-95.1264,1459
31.0636,-96.1905,2652
31.064,-98.1828,2468
31.0725,-97.6051,2006
31.0755,-97.9727,1301
31.0757,-96.9745,814
31.0773,-94.0255,2627
31.0777,-97.732,6711
31.1004,-93.1745,2628
31.1049,-97.3885,7760
31.1057,-93.2696,1485
31.1154,-99.3459,2715
31.1196,-97.9144,3855
31.1254,-93.9801,1419
31.1282,-95.4459,1044
31.1325,-102.22,1292
31.1369,-97.7849,3995
31.1411,-93.2842,2711
31.1537,-95.976,1354
31.1546,-97.4592,1585
31.1585,-94.4189,1312
31.1635,-93.6019,1636
31.1657,-96.676,855
31.1739,-92.5204,2706
31.1834,-105.3395,1986
31.1883,-94.7829,2025
31.194,-97.3004,1959
31.1941,-101.4534,1403
31.1956,-97.3242,1919
31.1974,-98.7194,1495
31.1976,-100.4933,1045
31.1992,-99.5813,618
31.2063,-97.0336,913
31.2162,-99.844,1400
31.2166,-98.3924,832
31.2231,-99.2066,1151
31.2254,-101.9394,933
31.2357,-94.7648,1524
31.2361,-96.2574,1040
31.241,-103.0648,421
31.247,-93.9739,1299
31.2569,-93.3465,1594
31.2583,-95.9794,1214
31.262,-100.8208,1119
31.2646,-93.0161,2588
31.2668,-102.6947,1866
31.2715,-98.9486,910
31.2803,-94.5766,1505
31.286,-97.0604,1805
31.2893,-105.8451,3952
31.305,-94.27,555
31.3066,-97.359,1072
31.3074,-96.6294,1031
31.308,-97.2574,1846
31.308,-96.8932,1930
31.3093,-97.6241,899
31.3125,-103.7946,1157
31.3171,-95.4566,2701
31.3192,-94.7847,2044
31.3229,-94.729,5311
31.326,-93.3958,974
31.3344,-105.9028,1531
31.3405,-102.8545,667
31.3433,-93.8519,1447
31.346,-109.9271,1632
31.3505,-97.6431,768
31.3575,-95.1854,1034
31.3609,-109.5661,1239
31.3619,-110.9348,4143
31.3626,-96.1455,1300
31.3641,-110.8097,462
31.3679,-97.0711,1854
31.3689,-103.5384,862
31.3829,-110.1485,670
31.3831,-97.2102,1782
31.3876,-110.1151,1267
31.3899,-92.6704,646
31.3914,-95.4752,900
31.3917,-103.5272,4994
31.3918,-102.3503,932
31.392,-110.8749,525
31.398,-109.9318,2066
31.3993,-109.5413,2869
31.4059,-94.7161,1844
31.41,-96.5736,900
31.4186,-97.5113,649
31.4197,-97.4263,4319
31.4367,-106.1032,1690
31.4387,-97.746,2964
31.439,-92.5759,1782
31.4398,-97.6793,1153
31.4411,-100.4505,7037
31.449,-93.786,5227
31.4508,-98.5735,1290
31.4512,-97.1933,2383
31.4515,-97.1229,5025
31.4525,-110.219,9553
31.4575,-93.4592,1357
31.4589,-96.0662,1970
31.4615,-103.3955,736
31.4739,-96.9451,1853
31.4762,-98.1502,709
31.4916,-94.9473,1257
31.4933,-93.4597,713
31.494,-95.4775,1458
31.4982,-110.9878,7212
31.4983,-97.2308,2330
31.4989,-94.3459,1243
31.5101,-99.9253,1164
31.514,-106.1453,1888
31.5196,-92.6997,1109
31.5223,-97.1563,737
31.5256,-96.5281,1892
31.5299,-94.1109,1972
31.5363,-96.9457,1497
31.5379,-97.4468,1090
31.5381,-103.1225,1025
31.5415,-96.8306,1065
31.5447,-110.7455,1031
31.5552,-98.6657,621
31.5569,-102.9066,2464
31.558,-97.1898,8662
31.5591,-97.2961,2063
31.5648,-106.2089,940
31.5654,-110.3145,11211
31.5661,-93.4772,1676
31.5673,-103.0059,762
31.571,-111.0477,1255
31.5749,-111.2926,4785
31.5784,-106.262,2385
31.5789,-102.9221,813
31.5813,-92.5314,1069
31.5817,-100.5474,3593
31.5848,-95.8499,966
31.5902,-106.2287,1273
31.6006,-100.1853,1184
31.6015,-97.089,2386
31.6101,-109.6583,1758
31.6107,-111.057,2990
31.6112,-100.6406,1131
31.6114,-93.4062,1875
31.6124,-94.652,4771
31.6295,-111.7801,2159
31.6295,-96.2808,2041
31.6308,-110.3422,1526
31.6312,-97.1051,1894
31.6314,-95.5804,1127
31.6326,-97.5997,748
31.6385,-106.2574,4263
31.6394,-93.6411,1939
31.6442,-100.0481,815
31.6492,-97.3048,1951
31.651,-95.0708,1186
31.6547,-93.2001,1423
31.6549,-106.1369,2535
31.6557,-103.0837,4883
31.6568,-97.4726,1001
31.6656,-110.6391,2961
31.6666,-110.5327,2214
31.6674,-92.8871,1305
31.6727,-106.2398,1074
31.6741,-93.0455,922
31.676,-98.5114,1817
31.6791,-94.6629,1140
31.6792,-109.6869,2236
31.6792,-98.7912,1117
31.6796,-106.1911,2680
31.6807,-96.4832,2436
31.6876,-93.025,896
31.6898,-93.3039,991
31.6899,-93.6832,923
31.6974,-111.0608,2069
31.7004,-98.1197,1691
31.7056,-97.238,2626
31.7074,-103.5989,374
31.7129,-98.9771,3507
31.7145,-111.7744,1793
31.7161,-99.1303,1111
31.717,-94.6078,1332
31.7174,-96.1705,2121
31.7182,-93.5082,2876
31.7189,-110.292,8801
31.7208,-110.0767,2762
31.7276,-97.1129,1127
31.7309,-93.8733,1296
31.7324,-97.0217,1234
31.7348,-93.1009,4370
31.7369,-99.3254,1282
31.738,-93.39,964
31.7389,-111.0736,1561
31.7391,-99.9554,1698
31.7397,-93.0346,1334
31.7422,-98.9366,1753
31.7432,-96.5402,1141
31.7514,-96.6522,885
31.7536,-99.5493,424
31.7545,-103.1541,981
31.7545,-95.647,4005
31.7563,-96.8817,824
31.7593,-94.0772,745
31.7613,-92.9389,2344
31.7668,-110.9913,2445
31.7671,-96.33,575
31.7748,-97.833,774
31.7795,-93.7001,1341
31.782,-97.5819,1300
31.7902,-96.4616,1280
31.7931,-94.1803,2566
31.7978,-95.1488,2442
31.8031,-97.0946,1186
31.8047,-111.9876,812
31.8064,-92.7383,945
31.8078,-111.8305,2060
31.811,-106.1643,1738
31.8119,-94.8417,1064
31.8154,-93.5164,1154
31.8169,-112.5584,1090
31.8169,-99.1059,2164
31.8203,-93.0291,1138
31.8236,-106.6003,3485
31.8242,-98.262,747
31.8244,-98.7897,729
31.826,-94.4938,984
31.8274,-107.6423,1961
31.8314,-99.4222,2250
31.8382,-102.5001,7157
31.8392,-100.9859,899
31.8397,-109.0266,2599
31.8397,-106.3747,3841
31.8408,-111.0045,4033
31.8426,-106.0822,1630
31.8457,-98.4025,869
31.8466,-107.6504,457
31.8468,-96.8,1270
31.8478,-106.4311,14607
31.8483,-106.1707,3585
31.8539,-103.0924,1445
31.8539,-97.2196,482
31.8545,-96.9282,905
31.8591,-92.5156,2352
31.8643,-97.3834,1571
31.8666,-94.9815,1557
31.8694,-95.4848,913
31.8714,-106.6734,2701
31.8728,-101.4884,1208
31.8738,-93.2032,666
31.8805,-102.3453,6550
31.8818,-96.3326,1075
31.8851,-97.0741,698
31.8855,-109.6332,2749
31.886,-110.2215,2233
31.8861,-100.2951,1088
31.8898,-106.6135,327
31.8946,-96.7147,1213
31.8957,-100.485,969
31.8969,-95.1521,1948
31.898,-93.1164,927
31.9005,-98.6044,1939
31.9025,-111.7804,797
31.9069,-94.3971,1439
31.9096,-99.0208,1448
31.9115,-111.8016,1306
31.9116,-94.6828,1106
31.9126,-108.5363,1240
31.9145,-110.3286,5859
31.9153,-108.3252,604
31.9173,-96.8947,613
31.9185,-106.6011,1505
31.9197,-98.1714,803
31.9203,-112.0241,2388
31.9209,-111.8709,2759
31.924,-92.6425,1733
31.9248,-96.4236,1411
31.9266,-97.6491,1311
31.9322,-110.9654,5111
31.9347,-92.5851,1553
31.9349,-105.1998,1172
31.941,-111.7765,1417
31.9417,-109.8408,857
31.9437,-94.2457,1757
31.9449,-108.8065,3593
31.9486,-110.7819,2517
31.9491,-99.9593,1394
31.9508,-106.6621,1848
31.9524,-97.3198,1238
31.9567,-93.9048,1338
31.9595,-106.5935,1503
31.9595,-95.2657,3534
31.9601,-106.576,973
31.9617,-92.7758,1375
31.9656,-94.0484,1379
31.9666,-110.4664,1931
31.9674,-110.4366,2015
31.9691,-97.0031,332
31.9758,-93.9934,1673
31.9769,-108.6315,1092
31.9798,-98.9247,1107
31.9807,-95.115,1968
31.9833,-102.6164,517
31.9851,-98.0284,1226
31.986,-97.8717,608
31.9867,-106.5986,2296
31.9867,-98.4304,578
31.9872,-99.6253,630
31.9995,-96.4277,1647
32.0008,-96.3825,742
32.0052,-111.7124,1238
32.0068,-96.2706,1404
32.0078,-97.1157,3009
32.0112,-92.93,3283
32.0124,-96.4317,318
32.0131,-106.5984,1492
32.0135,-102.3596,3075
32.0159,-97.6061,782
32.0171,-93.718,748
32.0215,-110.0347,1271
32.0217,-110.6937,4324
32.0246,-102.1135,7924
32.0258,-93.3406,1659
32.0277,-94.3679,1251
32.0291,-96.5174,1263
32.0342,-111.955,656
32.0349,-112.3192,1368
32.0353,-93.6997,1735
32.0364,-106.6776,1588
32.0374,-95.4147,1164
32.0443,-106.4061,6978
32.0455,-100.104,1341
32.0463,-96.3249,1376
32.0484,-96.4769,2027
32.0501,-93.336,452
32.0554,-111.7988,822
32.057,-97.7506,1047
32.0573,-95.5045,1430
32.059,-96.8942,599
32.0593,-111.2866,6199
32.0621,-110.9486,1737
32.069,-106.6221,880
32.0699,-97.499,668
32.0791,-92.6586,1439
32.0793,-96.8086,966
32.0793,-95.5924,1395
32.0815,-111.8959,952
32.0824,-96.4667,4353
32.0839,-97.0532,1608
32.0839,-93.8089,966
32.0851,-100.3194,698
32.0878,-98.3389,1720
32.0892,-95.4698,1039
32.0924,-96.7173,841
32.0976,-98.9665,1193
32.098,-93.9499,1300
32.0999,-93.2191,3086
32.1004,-96.6405,602
32.1084,-96.2156,918
32.1099,-96.322,999
32.11,-110.689,4580
32.1103,-101.3668,490
32.1105,-108.8801,4614
32.1114,-98.5352,1359
32.1148,-103.19,1994
32.1169,-95.4277,2522
32.1204,-93.1125,4717
32.1215,-96.95,1424
32.1244,-106.709,1399
32.1271,-99.1658,995
32.1279,-106.6571,1567
32.1282,-95.4724,1262
32.1312,-96.2257,1436
32.1317,-101.7925,1281
32.1344,-107.7838,3813
32.1354,-111.1106,2802
32.1366,-99.7501,701
32.142,-97.3971,903
32.1442,-95.3175,1858
32.1452,-111.0481,3982
32.1458,-95.1226,1423
32.152,-94.3371,2965
32.153,-110.8708,14131
32.1535,-106.7268,1374
32.1573,-94.7959,3144
32.1587,-97.1479,1011
32.16,-96.1095,3505
32.1613,-96.577,469
32.1613,-95.4386,797
32.1631,-92.9768,990
32.167,-106.6885,822
32.168,-93.9145,2037
32.1703,-112.1342,1869
32.1733,-96.021,1538
32.1747,-112.3663,1127
32.1766,-104.3738,598
32.177,-93.3051,1174
32.1791,-97.2609,823
32.1792,-111.1266,3239
32.1792,-95.5075,544
32.1865,-96.8858,1286
32.1904,-93.8047,1019
32.1906,-95.5704,1020
32.1921,-96.0551,621
32.1955,-110.9692,920
32.2026,-95.8308,3836
32.206,-107.7251,1056
32.2096,-96.0381,975
32.2116,-99.7983,839
32.2135,-98.6721,1164
32.2145,-98.2199,3141
32.2179,-107.7728,652
32.2209,-104.066,1565
32.2217,-95.2207,2129
32.2235,-96.0224,929
32.226,-95.0525,1469
32.2288,-107.7462,495
32.2335,-92.7106,1999
32.2345,-97.3748,953
32.2383,-101.4857,3973
32.2393,-96.4974,1484
32.2423,-95.3956,1312
32.2432,-98.3767,916
32.2436,-94.4561,1002
32.2438,-107.6832,2122
32.2441,-93.0133,2596
32.2468,-97.7481,1816
32.2469,-93.6869,675
32.2473,-112.6001,876
32.2507,-106.7626,1001
32.2518,-109.8357,2337
32.2549,-93.166,991
32.259,-112.7306,2717
32.2631,-107.7525,3712
32.2666,-96.109,571
32.2671,-96.6955,501
32.2681,-110.9146,339
32.2682,-109.2302,794
32.2684,-98.8272,919
32.2684,-97.1789,1276
32.2688,-110.7437,5159
32.2693,-106.8091,2164
32.2694,-94.9298,2664
32.2697,-106.7546,405
32.27,-92.7297,893
32.2704,-107.674,298
32.2713,-93.8074,2661
32.2752,-95.7561,1141
32.2756,-94.9725,2350
32.2762,-96.5432,2125
32.2767,-106.7462,1125
32.2776,-92.7137,439
32.2803,-96.0744,1321
32.2804,-101.3472,1455
32.2805,-96.1727,1720
32.2823,-111.0774,4658
32.2825,-92.7184,748
32.2833,-99.8342,1416
32.2862,-104.0978,997
32.2873,-112.0091,659
32.2938,-111.0111,1772
32.2956,-101.3089,1007
32.2963,-102.5298,1165
32.2984,-95.613,1399
32.2992,-95.1686,1405
32.3019,-110.8848,5872
32.3047,-106.8366,1318
32.3069,-95.4737,2237
32.3075,-96.0138,1553
32.3112,-97.0067,790
32.3158,-106.8785,1635
32.3159,-94.5189,1766
32.3161,-107.7602,3064
32.3173,-95.3059,6902
32.3213,-102.5518,2394
32.3247,-111.2599,7642
32.3249,-109.4845,1186
32.3251,-96.6338,5178
32.3264,-106.7897,7964
32.3265,-93.2836,1382
32.3282,-96.1318,2271
32.3325,-112.0463,2317
32.3357,-99.6843,3889
32.3387,-96.2344,1506
32.3418,-111.0116,4676
32.3419,-93.2066,1201
32.3438,-108.7021,2635
32.3465,-100.9375,2529
32.3489,-98.2918,1663
32.3497,-98.0249,509
32.3531,-92.7235,877
32.355,-97.4116,5231
32.3559,-97.2924,1233
32.3568,-106.8129,1477
32.3571,-101.0133,590
32.3602,-94.6501,3183
32.3632,-95.699,1846
32.3632,-92.9748,3016
32.3637,-97.6537,2474
32.3703,-99.1955,914
32.3719,-96.1095,2683
32.3741,-96.6525,1212
32.3741,-95.6093,1438
32.3742,-112.035,1381
32.375,-108.7163,902
32.3804,-106.4791,1866
32.3819,-94.5912,1420
32.3874,-98.9819,2104
32.3877,-110.7008,551
32.3893,-106.1085,2164
32.39,-97.9201,955
32.391,-97.7394,1393
32.3917,-104.2028,1167
32.3923,-112.8839,5242
32.3939,-106.8177,726
32.3961,-99.396,1480
32.3961,-97.3235,2074
32.3967,-94.86,3917
32.3995,-100.8583,2097
32.4008,-104.241,5109
32.4022,-98.8177,1901
32.4025,-96.8445,6405
32.4051,-94.7102,1145
32.4052,-106.6457,609
32.4056,-99.5039,1645
32.4087,-100.7125,926
32.4094,-97.2108,2363
32.4155,-111.1548,269
32.4191,-111.3394,4295
32.4207,-110.977,5381
32.4251,-106.6024,843
32.4251,-96.6671,1594
32.4262,-97.1022,2003
32.4279,-104.2898,1330
32.4291,-97.6931,1078
32.4298,-111.2649,625
32.4315,-93.9599,2723
32.4328,-97.7751,3769
32.4361,-103.149,1835
32.4374,-96.226,1353
32.4419,-100.5322,1630
32.4422,-110.775,1948
32.4448,-96.5677,2184
32.445,-92.9901,1387
32.4465,-95.7019,1573
32.4488,-104.2224,1118
32.4514,-96.4004,1091
32.4518,-94.943,2241
32.4522,-99.8665,1990
32.4545,-99.7381,9378
32.4583,-96.4519,1255
32.4589,-97.5329,1785
32.4591,-97.3838,2714
32.4591,-93.2731,1256
32.4659,-111.1354,10017
32.4669,-93.7922,9443
32.468,-112.2434,925
32.4694,-100.4087,3020
32.4694,-96.9907,7248
32.4695,-98.6757,2402
32.4697,-100.0111,1519
32.4734,-96.3502,1005
32.4755,-97.1662,1775
32.4766,-94.0646,1487
32.4782,-106.9031,2218
32.4792,-97.7627,683
32.4829,-97.3267,1157
32.4848,-110.8997,3414
32.4857,-114.7219,5280
32.4884,-100.1233,577
32.4896,-97.8338,1446
32.4907,-96.7813,1326
32.4926,-95.1774,1127
32.4941,-95.4073,2258
32.4947,-95.4565,1305
32.4954,-97.3033,959
32.4993,-94.5679,1814
32.5002,-99.7465,268
32.5052,-93.0499,1823
32.5096,-96.784,3659
32.5123,-112.3138,640
32.5124,-107.9232,3241
32.5128,-96.3843,1284
32.5163,-114.5218,9991
32.5165,-97.3274,4905
32.5187,-98.0471,935
32.5202,-94.7611,6808
32.5207,-93.4157,1657
32.5225,-96.8493,1396
32.5237,-93.6554,6049
32.5238,-93.8298,825
32.5239,-95.6376,1570
32.5251,-101.7158,506
32.5263,-92.708,2213
32.5276,-93.5042,2172
32.5299,-97.6153,3086
32.53,-94.8539,2737
32.5323,-92.7839,1694
32.533,-92.6353,4179
32.5331,-92.5262,1868
32.5332,-96.3186,1283
32.535,-94.8936,2292
32.5363,-98.4249,1132
32.5367,-96.6755,1958
32.5392,-94.3532,4953
32.5402,-93.0553,1473
32.5404,-94.2393,1042
32.5413,-96.8835,2184
32.5425,-94.9471,3088
32.5425,-93.2939,1790
32.5455,-98.3672,894
32.5472,-99.1665,592
32.5476,-93.2323,1802
32.5508,-98.4981,801
32.5508,-92.9214,1734
32.5513,-96.8544,2448
32.5513,-94.9049,1200
32.5542,-95.8635,2254
32.5564,-114.781,1269
32.5564,-110.8747,6278
32.5595,-96.7643,704
32.5607,-93.5625,2288
32.5612,-111.374,6245
32.5629,-110.6984,1819
32.5677,-108.349,2303
32.5691,-117.1149,1881
32.5692,-97.1205,5507
32.5703,-93.6131,2757
32.575,-94.9151,878
32.5765,-97.3593,2492
32.5772,-96.3137,2834
32.5783,-112.003,284
32.579,-97.8852,1165
32.5797,-97.2365,4503
32.5843,-96.9589,5432
32.5857,-95.1125,1157
32.5858,-94.858,1321
32.5894,-94.4465,1200
32.5901,-96.5172,2450
32.5914,-95.2033,1348
32.5944,-114.6551,304
32.5962,-96.7738,5221
32.5968,-93.3322,632
32.5985,-114.6606,227
32.599,-96.6816,3164
32.5993,-96.8629,4223
32.6012,-111.8861,875
32.6018,-114.6963,2449
32.6027,-93.8831,1690
32.6056,-98.2138,996
32.6067,-99.8102,1554
32.6079,-97.9376,1075
32.6084,-110.7823,3617
32.6091,-110.6415,4135
32.6092,-92.6481,1691
32.6105,-103.1032,3065
32.6131,-116.6068,1611
32.6191,-93.2728,3521
32.6195,-105.3769,2063
32.6212,-97.8167,1690
32.6232,-114.1452,726
32.6241,-95.9364,2454
32.6242,-103.2776,2086
32.6246,-107.8753,658
32.626,-96.2684,1747
32.6277,-117.0152,6397
32.6288,-97.2842,1205
32.6331,-96.3203,1308
32.6345,-96.4321,2409
32.6363,-105.6952,4090
32.6365,-116.1907,2247
32.6401,-114.2152,4887
32.6408,-100.7505,2731
32.641,-116.4745,4402
32.6434,-96.7098,2740
32.644,-97.2172,2334
32.6452,-114.7068,368
32.6459,-96.9139,3039
32.6496,-114.6416,489
32.6529,-95.4803,2915
32.6534,-96.5451,3938
32.6538,-107.1357,679
32.6561,-97.3406,991
32.6573,-114.7105,600
32.6576,-117.1565,2537
32.658,-93.0277,1699
32.6616,-114.3974,5748
32.6619,-97.2662,1854
32.6623,-98.1236,529
32.664,-116.2896,1794
32.6655,-107.1698,331
32.6659,-117.0974,2461
32.6722,-96.4558,1657
32.6725,-107.0758,932
32.6727,-97.6166,1255
32.6731,-107.162,1574
32.6732,-117.0061,2034
32.677,-109.0721,909
32.6781,-95.7116,1315
32.6783,-97.4636,2979
32.6794,-93.9602,1031
32.6842,-95.8037,1250
32.6849,-115.4947,2642
32.6852,-110.7293,4658
32.6861,-97.0208,7727
32.6863,-97.1551,1214
32.6886,-108.7406,703
32.6889,-109.0013,418
32.6896,-93.7401,1440
32.6908,-95.8822,1089
32.6944,-96.4008,1672
32.6983,-97.6084,1538
32.6985,-108.1311,917
32.7004,-113.9618,1259
32.7006,-94.1333,665
32.7007,-97.1247,8889
32.7013,-97.6694,1759
32.7033,-92.6615,1224
32.7062,-114.5215,894
32.7094,-114.6781,322
32.7095,-96.005,1738
32.7099,-108.3027,526
32.7102,-111.4943,2241
32.7121,-107.2056,1039
32.7123,-117.0037,2129
32.7128,-97.6424,1765
32.7132,-95.1994,2674
32.7136,-100.9119,2714
32.7139,-96.6181,2736
32.7149,-97.1539,926
32.7167,-111.9269,616
32.7184,-116.8709,3725
32.719,-114.66,772
32.7192,-101.9175,262
32.7198,-108.1285,1122
32.7222,-102.6498,1851
32.7229,-100.2499,854
32.7258,-96.298,5232
32.7272,-109.7181,1743
32.7273,-99.2957,1136
32.7291,-103.1606,4667
32.7299,-116.9764,2460
32.7323,-94.9458,1768
32.7325,-115.5294,1088
32.7331,-117.0344,1788
32.7333,-101.9538,2052
32.7372,-114.6378,448
32.7382,-96.8886,693
32.7397,-96.1527,1815
32.7403,-114.4831,500
32.7403,-111.7822,2380
32.7413,-111.594,9724
32.7426,-96.4529,3619
32.7431,-116.0019,2703
32.7437,-97.4123,764
32.7458,-93.9751,1246
32.746,-100.3794,770
32.7499,-98.0115,1100
32.75,-109.0884,1332
32.7509,-111.6705,2249
32.751,-97.7004,1615
32.7522,-93.8372,1139
32.7532,-97.7719,4787
32.7539,-97.6502,2303
32.7545,-99.8962,1509
32.7551,-97.4607,2038
32.7568,-107.2665,801
32.7568,-98.913,1860
32.7582,-108.1338,885
32.7595,-96.5842,6363
32.7605,-109.7213,2264
32.7619,-97.4233,1307
32.7624,-116.9197,2678
32.7635,-94.3508,1915
32.764,-116.9688,2377
32.7647,-108.2435,1207
32.7673,-101.4558,1288
32.7683,-94.4998,1657
32.7695,-117.0219,2738
32.7733,-103.1234,4630
32.7736,-98.302,838
32.7756,-108.2031,1831
32.7766,-97.3984,1293
32.778,-104.3937,2361
32.7786,-108.2694,2888
32.7793,-100.2067,847
32.78,-108.1493,1281
32.7804,-108.1106,235
32.782,-97.3486,17033
32.7845,-105.5651,2323
32.7864,-115.5602,3161
32.7867,-95.6325,932
32.7894,-92.8672,3289
32.7905,-115.685,1077
32.7933,-96.7665,16734
32.7938,-93.0591,1959
32.794,-95.4455,1261
32.7969,-105.5309,2720
32.7983,-98.0123,1166
32.7998,-96.5585,3692
32.8,-116.8671,2320
32.8004,-99.6232,697
32.8009,-94.7187,1334
32.801,-96.4782,996
32.8017,-116.9605,3459
32.8027,-97.4021,1011
32.8033,-116.9056,1517
32.8054,-107.9202,1200
32.8076,-113.4425,2292
32.8094,-107.939,874
32.8102,-97.2265,1608
32.8127,-109.7665,2343
32.813,-97.4305,1425
32.8134,-93.4231,1473
32.8138,-115.3783,971
32.8138,-109.6289,414
32.8148,-108.0897,1073
32.815,-117.1356,16396
32.8174,-104.7369,1004
32.8177,-97.2712,3191
32.818,-109.5948,1860
32.819,-116.9423,1260
32.8197,-103.9784,841
32.82,-105.9777,3177
32.8208,-97.4794,1199
32.8209,-113.5422,4254
32.8235,-98.0788,4101
32.8252,-115.6681,1859
32.8256,-108.2867,2198
32.827,-97.9848,1691
32.8273,-116.8381,2882
32.8277,-92.6585,1634
32.8282,-93.8418,1396
32.8311,-96.8012,1360
32.8333,-109.6974,2766
32.8366,-97.1806,2866
32.8375,-116.9266,1909
32.8388,-115.572,2280
32.8392,-107.9602,1695
32.8394,-96.2595,1827
32.8415,-116.5107,2430
32.8425,-116.7559,4699
32.8458,-97.1351,2876
32.846,-106.0959,3217
32.8471,-96.3912,3220
32.8472,-107.3203,807
32.8486,-96.7952,1744
32.8494,-97.0786,3644
32.8522,-104.4246,3063
32.8533,-97.8722,1369
32.8535,-96.4636,3192
32.854,-100.4655,1291
32.8543,-97.3384,645
32.855,-116.9861,3692
32.8566,-116.9042,2390
32.8577,-96.97,7431
32.86,-110.7165,2352
32.8606,-97.2191,3870
32.861,-104.3971,278
32.8652,-114.4369,1053
32.8656,-97.3652,2512
32.8665,-108.222,790
32.8692,-109.7908,1175
32.8696,-116.6279,3974
32.8711,-116.4247,1183
32.8711,-93.9862,2133
32.8718,-97.2515,1852
32.877,-95.7663,1272
32.8794,-111.9628,1799
32.8832,-101.1415,1091
32.8836,-105.9636,4217
32.884,-96.0833,551
32.8852,-116.945,1981
32.8861,-93.8827,1482
32.89,-100.1325,2088
32.8902,-105.5044,2798
32.8915,-97.1497,3289
32.8919,-109.8443,2453
32.895,-93.4515,1160
32.8955,-97.5392,2694
32.8969,-94.5527,1266
32.8996,-96.0359,1526
32.9069,-111.7635,9690
32.907,-93.6992,1141
32.9076,-95.9331,1207
32.909,-96.1313,1032
32.9098,-96.6303,6846
32.9132,-97.5877,840
32.9142,-102.4147,1709
32.9159,-96.5486,4136
32.9163,-109.1954,1300
32.9173,-107.7096,405
32.9179,-97.7397,2302
32.9181,-96.4381,4939
32.9182,-112.8898,716
32.92,-92.6613,1261
32.9218,-107.5772,1326
32.9228,-97.5189,743
32.9228,-96.4111,111
32.9258,-109.8231,833
32.9277,-107.3164,1313
32.9278,-96.8785,3130
32.9285,-95.5774,1232
32.932,-92.6001,1397
32.9329,-97.2245,3890
32.9336,-111.5236,8296
32.9336,-102.1232,1097
32.9337,-105.8027,3565
32.935,-97.0759,5149
32.9371,-95.8634,1507
32.9374,-98.2475,770
32.9385,-105.6464,1845
32.94,-94.7091,1277
32.9403,-93.2932,2551
32.9413,-108.5705,2778
32.942,-102.5657,1094
32.9445,-103.3492,3038
32.9455,-94.0777,1502
32.9469,-96.2403,1479
32.9488,-97.566,3298
32.9493,-96.3832,3168
32.9522,-105.7324,1161
32.9545,-97.1489,4243
32.9559,-95.2903,1756
32.9578,-111.3169,1501
32.9633,-96.9906,3448
32.9637,-96.8338,1894
32.9639,-117.2598,1190
32.9652,-101.8308,842
32.966,-108.6176,2907
32.9662,-112.7155,7285
32.9663,-93.1381,1995
32.9665,-97.3378,2722
32.9677,-93.4465,975
32.9679,-102.8322,1467
32.9679,-97.479,3945
32.969,-96.5795,2833
32.9693,-97.6804,1582
32.9716,-105.9397,2968
32.9723,-96.7081,4853
32.9736,-93.9972,996
32.9755,-114.4682,1121
32.9759,-96.3147,4079
32.9785,-115.5286,2582
32.9806,-107.3075,899
32.9817,-110.7617,796
32.9855,-97.2038,2382
32.9877,-117.0218,5676
32.9894,-96.8999,5497
32.9913,-117.2581,1678
